customer_id,Recency,Frequency,Monetary,ComplaintCnt,Tenure,AvgOrder,Segment_D4,cluster,cluster_name,Churn,churn_probability,churn,risk_level
C0866,209,1,13287,0,2023,13287,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0867,40,6,62350,1,1647,10392,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0868,121,3,93663,1,2384,31221,G3 Big Spenders,3,流失高風險,0,0.4403,0,Medium
C0869,11,5,15686,0,2898,3137,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0870,180,1,68948,2,375,68948,G3 Big Spenders,1,沉睡客戶,0,0.8706,1,High
C0871,244,2,4594,2,435,2297,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0872,96,7,51703,0,1511,7386,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0873,3,13,13354,1,902,1027,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0874,350,1,48207,1,1609,48207,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C0875,21,5,12421,1,954,2484,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C0876,79,2,23204,1,2354,11602,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0877,43,2,13807,1,2698,6904,G8 Lost,0,穩定中段,0,0.0,0,Low
C0878,0,10,20958,0,869,2096,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0879,15,13,87636,1,2324,6741,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0880,76,5,22572,1,346,4514,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C0881,255,2,106640,1,2396,53320,G3 Big Spenders,1,沉睡客戶,0,0.9742,1,High
C0882,19,11,18582,0,2103,1689,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0883,28,6,69164,1,2140,11527,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0884,42,6,7801,0,1493,1300,G8 Lost,0,穩定中段,0,0.0,0,Low
C0885,28,7,19919,1,347,2846,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0886,75,3,16726,2,2531,5575,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0887,100,5,71424,0,355,14285,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0888,9,6,27713,0,1460,4619,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0889,36,5,5644,1,547,1129,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0890,5,10,9729,2,2543,973,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0891,8,8,11982,0,1735,1498,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0892,29,6,46809,0,1538,7802,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0893,17,8,42766,0,972,5346,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0894,183,0,19727,0,2354,0,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0895,34,9,16582,1,653,1842,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0896,60,8,40194,1,2170,5024,G6 At Risk,2,VIP 高頻高額,0,0.0,0,Low
C0897,59,6,11041,2,2908,1840,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0898,17,6,33536,0,820,5589,G5 Potential Loyalists,3,流失高風險,0,0.0273,0,Low
C0899,35,10,690511,0,2067,69051,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0900,10,11,20086,0,948,1826,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0901,12,7,32157,0,2791,4594,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0902,17,10,26146,1,2700,2615,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0903,128,3,34482,0,961,11494,G8 Lost,3,流失高風險,0,0.0,0,Low
C0904,24,5,9568,1,716,1914,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C0905,240,1,37427,1,275,37427,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0906,34,3,49942,0,2101,16647,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0907,62,6,30475,1,2761,5079,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0908,131,4,37081,1,461,9270,G8 Lost,3,流失高風險,0,0.8762,1,High
C0909,19,7,22540,0,2453,3220,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0910,163,1,45430,0,2272,45430,G8 Lost,1,沉睡客戶,0,0.2923,0,Low
C0911,18,4,25481,0,1431,6370,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0912,93,6,10899,1,693,1816,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C0913,7,3,43224,0,1969,14408,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0914,7,10,7755,1,1794,776,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0915,34,6,29672,1,2440,4945,G8 Lost,3,流失高風險,0,0.0,0,Low
C0916,4,15,18602,1,1705,1240,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0917,15,10,17789,0,174,1779,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0918,35,4,27457,0,634,6864,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0919,14,14,14817,0,1160,1058,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0920,119,3,34841,0,1489,11614,G7 Hibernating,3,流失高風險,0,0.0,0,Low
C0921,35,8,25330,0,1069,3166,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0922,29,9,15802,1,2641,1756,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0923,134,4,62114,2,865,15528,G3 Big Spenders,3,流失高風險,0,0.4403,0,Medium
C0924,140,2,28095,0,2051,14048,G8 Lost,1,沉睡客戶,0,0.4785,0,Medium
C0925,16,11,37857,0,1103,3442,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0926,63,5,65618,1,2978,13124,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0927,115,3,64869,1,2750,21623,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0928,92,3,36529,0,2360,12176,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0929,33,5,19695,0,2301,3939,G8 Lost,0,穩定中段,0,0.0,0,Low
C0930,298,0,8948,3,1941,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0931,15,12,28133,0,1774,2344,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0932,72,8,52376,1,1702,6547,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0933,42,2,31195,1,110,15598,G8 Lost,3,流失高風險,0,0.0,0,Low
C0934,18,10,2500,1,2814,250,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0935,1,9,44759,1,2945,4973,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0936,332,0,46726,1,1595,0,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C0937,7,7,19715,1,2615,2816,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0938,27,11,48623,1,1225,4420,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0939,14,11,37782,0,363,3435,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0940,155,1,15065,2,2508,15065,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0941,4,7,59273,0,1543,8468,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0942,15,6,10024,0,2822,1671,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0943,113,3,23387,0,663,7796,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0944,27,5,21809,1,1452,4362,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0945,26,4,13660,0,2012,3415,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0946,40,7,30111,1,437,4302,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0947,20,9,60916,1,2989,6768,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0948,191,2,58304,1,1836,29152,G3 Big Spenders,1,沉睡客戶,0,0.8706,1,High
C0949,1,11,40399,0,540,3673,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0950,70,3,7427,1,2230,2476,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0951,55,11,9555,0,2638,869,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0952,23,6,27346,0,1139,4558,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0953,168,1,23767,2,1841,23767,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0954,23,9,17177,0,2251,1909,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0955,6,10,92386,0,462,9239,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0956,7,13,26215,1,1607,2017,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0957,150,3,35585,0,1690,11862,G8 Lost,3,流失高風險,0,0.4785,0,Medium
C0958,57,3,48607,1,925,16202,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0959,20,3,25298,1,920,8433,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0960,127,2,149305,1,1899,74652,G3 Big Spenders,3,流失高風險,0,0.4403,0,Medium
C0961,256,1,230184,0,2262,230184,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0962,69,4,15927,0,1185,3982,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C0963,49,2,12582,0,465,6291,G8 Lost,0,穩定中段,0,0.5553,1,Medium
C0964,291,1,72683,1,2366,72683,G3 Big Spenders,1,沉睡客戶,0,0.9742,1,High
C0965,0,10,42679,0,545,4268,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0966,194,1,16632,1,39,16632,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0967,2,6,13297,1,987,2216,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0968,22,9,64178,0,2459,7131,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0969,6,4,31357,1,2277,7839,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0970,10,14,65336,1,940,4667,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0971,24,7,23339,0,1572,3334,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0972,20,8,34824,1,2880,4353,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0973,130,4,30036,0,2164,7509,G8 Lost,3,流失高風險,0,0.4785,0,Medium
C0974,22,8,15727,0,2284,1966,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0975,135,2,22007,3,290,11004,G8 Lost,1,沉睡客戶,1,0.8762,1,High
C0976,39,4,10625,0,745,2656,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0977,22,3,34402,0,338,11467,G4 New/Promising,3,流失高風險,0,0.0,0,Low
C0978,41,3,41476,0,2937,13825,G8 Lost,3,流失高風險,0,0.0,0,Low
C0979,39,7,48684,0,1046,6955,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0980,13,7,38816,0,1513,5545,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0981,279,0,22253,1,1668,0,G8 Lost,1,沉睡客戶,0,0.9742,1,High
C0982,103,6,72141,0,1583,12024,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0983,4,10,45461,0,184,4546,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0984,33,7,64343,0,2731,9192,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0985,137,3,67232,1,1159,22411,G3 Big Spenders,3,流失高風險,0,0.4403,0,Medium
C0986,215,1,22294,1,2757,22294,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0987,76,3,31937,2,2302,10646,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0988,17,6,700302,0,2099,116717,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0989,141,1,10890,0,2117,10890,G8 Lost,1,沉睡客戶,0,0.4785,0,Medium
C0990,7,3,11060,0,2935,3687,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0991,24,7,9803,1,930,1400,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0992,32,6,22569,0,1006,3762,G8 Lost,0,穩定中段,0,0.0,0,Low
C0993,62,6,19277,2,2021,3213,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0994,39,5,8911,1,720,1782,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0995,69,7,27026,0,2417,3861,G6 At Risk,2,VIP 高頻高額,0,0.0,0,Low
C0996,7,11,22767,0,116,2070,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0997,72,3,55691,1,2694,18564,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0998,111,4,99617,1,1058,24904,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0999,65,3,33507,1,43,11169,G7 Hibernating,3,流失高風險,1,0.5553,1,Medium
C1000,17,8,14948,2,1819,1868,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1001,10,8,38281,1,848,4785,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C1002,14,6,24502,1,936,4084,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C1003,6,9,20577,0,1459,2286,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1004,256,1,13318,1,1751,13318,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1005,36,3,17589,0,434,5863,G8 Lost,0,穩定中段,0,0.0,0,Low
C1006,36,6,21494,0,173,3582,G8 Lost,0,穩定中段,0,0.0273,0,Low
C1007,143,2,42739,0,1400,21370,G8 Lost,3,流失高風險,0,0.0,0,Low
C1008,103,2,34812,2,1081,17406,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C1009,3,12,87370,1,1758,7281,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1010,23,7,39028,0,2251,5575,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C1011,11,5,32761,1,1855,6552,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C1012,56,4,19646,1,339,4912,G8 Lost,0,穩定中段,0,0.0273,0,Low
C1013,96,4,11775,0,2988,2944,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C1014,158,1,16335,0,2153,16335,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C1015,348,0,14915,1,175,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1016,2,11,4054,0,2297,369,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1017,29,8,12016,0,2645,1502,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1018,307,1,74723,1,1719,74723,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C1019,44,5,31509,1,2502,6302,G8 Lost,3,流失高風險,0,0.0,0,Low
C1020,30,5,18703,0,2661,3741,G8 Lost,0,穩定中段,0,0.0,0,Low
C1021,73,6,32175,0,2893,5362,G6 At Risk,3,流失高風險,0,0.0,0,Low
C1022,25,9,6202,0,2865,689,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1023,29,7,29657,1,605,4237,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C1024,84,6,59531,0,132,9922,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C1025,26,7,22364,0,1965,3195,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1026,346,1,7042,1,2046,7042,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1027,11,13,18219,2,1719,1401,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1028,345,1,59604,2,734,59604,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C1029,46,5,29174,2,2847,5835,G8 Lost,3,流失高風險,0,0.4523,0,Medium
C1030,279,0,9020,3,1242,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1031,51,2,127687,1,2232,63844,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1032,347,0,10121,3,1880,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1033,4,5,20536,0,2689,4107,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1034,17,8,11776,1,2145,1472,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1035,94,3,11788,0,1914,3929,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C1036,79,1,17739,3,2525,17739,G7 Hibernating,0,穩定中段,1,0.5553,1,Medium
C1037,77,3,37999,2,191,12666,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C1038,132,1,60076,3,2124,60076,G3 Big Spenders,3,流失高風險,0,0.4403,0,Medium
C1039,38,7,18577,1,1771,2654,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1040,35,8,12003,0,2338,1500,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1041,222,1,34032,0,695,34032,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C1042,3,10,34737,0,1809,3474,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1043,33,2,28804,1,873,14402,G8 Lost,3,流失高風險,0,0.0,0,Low
C1044,121,2,29526,0,377,14763,G7 Hibernating,3,流失高風險,0,0.0,0,Low
C1045,15,5,22498,1,1738,4500,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1046,101,4,26074,0,93,6518,G7 Hibernating,3,流失高風險,0,0.0273,0,Low
C1047,45,8,21436,0,306,2680,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1048,54,1,51491,1,1603,51491,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1049,42,1,115835,1,2698,115835,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1050,77,4,27605,0,2155,6901,G7 Hibernating,3,流失高風險,0,0.0,0,Low
C1051,28,9,24231,2,75,2692,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1052,135,0,29118,3,353,0,G8 Lost,1,沉睡客戶,1,0.8762,1,High
C1053,147,3,15359,0,1310,5120,G8 Lost,1,沉睡客戶,0,0.0,0,Low
C1054,33,6,41585,0,1305,6931,G8 Lost,3,流失高風險,0,0.0,0,Low
C1055,12,3,33151,1,148,11050,G4 New/Promising,3,流失高風險,0,0.0,0,Low
C1056,81,2,18136,0,790,9068,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C1057,38,8,45773,0,406,5722,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1058,38,7,24669,0,1714,3524,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1059,72,5,12344,1,1985,2469,G6 At Risk,0,穩定中段,0,0.0,0,Low
C1060,11,8,31136,0,1189,3892,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1061,12,11,28736,0,1727,2612,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1062,139,3,47681,2,628,15894,G3 Big Spenders,3,流失高風險,0,0.4403,0,Medium
C1063,41,11,43568,0,2559,3961,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1064,38,3,22551,1,43,7517,G8 Lost,0,穩定中段,0,0.0,0,Low
C1065,1,14,17493,1,1528,1250,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1066,22,7,24373,0,984,3482,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1067,104,4,31392,1,1369,7848,G7 Hibernating,3,流失高風險,0,0.0,0,Low
C1068,75,3,34154,0,1563,11385,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C1069,23,12,30061,1,1948,2505,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1070,47,8,22845,1,2789,2856,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1071,21,6,48912,0,1696,8152,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1072,27,7,15184,0,705,2169,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C1073,20,8,138079,0,1586,17260,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C1074,11,10,41529,1,1551,4153,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1075,36,6,11056,0,2598,1843,G8 Lost,0,穩定中段,0,0.0,0,Low
C1076,30,5,27713,1,1712,5543,G8 Lost,3,流失高風險,0,0.0,0,Low
C1077,138,3,41809,0,2608,13936,G8 Lost,3,流失高風險,0,0.4785,0,Medium
C1078,143,0,19062,1,1958,0,G8 Lost,1,沉睡客戶,0,0.8762,1,High
C1079,27,3,8548,0,1728,2849,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1080,65,4,11762,0,1005,2940,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C1081,33,3,35577,0,790,11859,G8 Lost,3,流失高風險,0,0.0,0,Low
C1082,119,3,7128,2,325,2376,G7 Hibernating,0,穩定中段,0,0.8762,1,High
C1083,22,10,8826,1,1658,883,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1084,7,7,35447,0,2766,5064,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1085,97,3,20831,0,67,6944,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C1086,3,9,14957,0,2859,1662,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1087,25,7,17218,0,2582,2460,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1088,19,8,8694,2,1331,1087,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1089,41,5,34170,0,961,6834,G8 Lost,3,流失高風險,0,0.0273,0,Low
C1090,58,10,13841,1,1754,1384,G6 At Risk,2,VIP 高頻高額,0,0.0,0,Low
C1091,29,6,16730,1,2570,2788,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1092,85,6,31031,0,116,5172,G6 At Risk,3,流失高風險,0,0.0273,0,Low
C1093,2,9,20340,0,1364,2260,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1094,18,8,14865,1,170,1858,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C1095,39,9,157743,2,1942,17527,G2 Loyal,3,流失高風險,0,0.0,0,Low
C1096,21,8,31483,0,257,3935,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C1097,7,11,25727,0,970,2339,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1098,10,12,16947,1,2224,1412,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1099,23,9,11776,0,2263,1308,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1100,19,8,24561,0,704,3070,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1101,59,7,34075,2,1553,4868,G6 At Risk,3,流失高風險,0,0.0,0,Low
C1102,53,7,26067,3,577,3724,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1103,50,10,76622,0,1787,7662,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1104,44,5,39869,1,54,7974,G8 Lost,3,流失高風險,0,0.0273,0,Low
C1105,63,7,22582,0,2446,3226,G6 At Risk,0,穩定中段,0,0.0,0,Low
C1106,206,1,40815,2,98,40815,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1107,16,12,25187,0,1837,2099,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1108,97,4,25125,0,1233,6281,G7 Hibernating,3,流失高風險,0,0.0,0,Low
C1109,1,8,60322,0,693,7540,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C1110,137,1,299750,0,1638,299750,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1111,5,11,24743,0,450,2249,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1112,5,13,55983,1,1749,4306,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1113,26,9,30221,0,1944,3358,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1114,7,12,18801,0,1389,1567,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1115,292,1,7374,0,1104,7374,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C1116,0,10,4968,0,1394,497,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1117,15,10,104123,0,2871,10412,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1118,79,6,30211,1,2266,5035,G6 At Risk,3,流失高風險,0,0.0,0,Low
C1119,6,11,16174,0,47,1470,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1120,41,8,31089,0,890,3886,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1121,78,3,12539,3,103,4180,G7 Hibernating,0,穩定中段,1,0.5553,1,Medium
C1122,10,12,19306,0,736,1609,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1123,15,7,12599,0,2342,1800,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1124,228,0,9052,0,2567,0,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C1125,54,5,78165,0,1387,15633,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1126,33,5,7956,0,2077,1591,G8 Lost,0,穩定中段,0,0.0,0,Low
C1127,84,5,49757,0,1130,9951,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1128,5,7,12200,1,1446,1743,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1129,70,6,35398,0,2492,5900,G6 At Risk,3,流失高風險,0,0.0,0,Low
C1130,62,4,47556,0,847,11889,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C1131,20,7,24627,0,975,3518,G2 Loyal,2,VIP 高頻高額,1,0.0273,0,Low
C1132,16,9,19752,0,435,2195,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1133,37,10,26719,0,678,2672,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1134,65,2,18185,0,141,9092,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C1135,72,4,56542,0,2452,14136,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1136,102,4,90542,2,2561,22636,G3 Big Spenders,3,流失高風險,0,0.4523,0,Medium
C1137,9,12,67162,0,1281,5597,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1138,12,8,5399,0,1792,675,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1139,61,2,17927,0,768,8964,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C1140,9,5,24414,1,166,4883,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C1141,0,11,33663,0,1561,3060,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1142,11,10,7265,1,501,726,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C1143,16,12,7184,0,2549,599,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1144,16,17,60764,0,860,3574,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C1145,314,2,16459,2,2220,8230,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1146,46,9,8594,1,811,955,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C1147,27,7,11242,2,405,1606,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1148,58,3,31995,2,1658,10665,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C1149,30,12,13687,0,574,1141,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1150,47,5,28829,0,1216,5766,G8 Lost,3,流失高風險,0,0.0,0,Low
C1151,142,4,12270,1,901,3068,G8 Lost,0,穩定中段,0,0.8762,1,High
C1152,64,7,7180,1,2650,1026,G6 At Risk,0,穩定中段,0,0.0,0,Low
C1153,14,11,65977,1,1524,5998,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
